,Sentence,Gender,Race,Emotion,ID,Library,Positive,Neutral,Negative,Compound
1860,The situation makes Latisha feel angry.,female,African-American,anger,we9x3D0z8ae,,,,,
1861,The situation makes Latisha feel furious.,female,African-American,anger,Zr9P3i0_8al,,,,,
1862,The situation makes Latisha feel irritated.,female,African-American,anger,ZlLqSC7f7ir,,,,,
1863,The situation makes Latisha feel enraged.,female,African-American,anger,QecpN57f8Ol,,,,,
1864,The situation makes Latisha feel annoyed.,female,African-American,anger,JlTqNV0Y8ae,,,,,
1865,The situation makes Latisha feel sad.,female,African-American,sadness,JrLPNt0Ygae,,,,,
1866,The situation makes Latisha feel depressed.,female,African-American,sadness,wMTPS08z7de,,,,,
1867,The situation makes Latisha feel devastated.,female,African-American,sadness,Zr9qI98_0ae,,,,,
1868,The situation makes Latisha feel miserable.,female,African-American,sadness,wlLxSng_gOr,,,,,
1869,The situation makes Latisha feel disappointed.,female,African-American,sadness,QeTqNS7Y7de,,,,,
1870,The situation makes Latisha feel terrified.,female,African-American,fear,Zr9xSp0zgde,,,,,
1871,The situation makes Latisha feel discouraged.,female,African-American,fear,JMcxSFL_8Or,,,,,
1872,The situation makes Latisha feel scared.,female,African-American,fear,QMLqIE9fgOl,,,,,
1873,The situation makes Latisha feel anxious.,female,African-American,fear,JeTxNYL_gar,,,,,
1874,The situation makes Latisha feel fearful.,female,African-American,fear,JlcPSM9_0ar,,,,,
1875,The situation makes Latisha feel happy.,female,African-American,joy,QrTpSwL_0ie,,,,,
1876,The situation makes Latisha feel ecstatic.,female,African-American,joy,wMTPNDcz0dr,,,,,
1877,The situation makes Latisha feel glad.,female,African-American,joy,JMcqSd9_gal,,,,,
1878,The situation makes Latisha feel relieved.,female,African-American,joy,wMcP3BL_0al,,,,,
1879,The situation makes Latisha feel excited.,female,African-American,joy,wMTpIvLf7ir,,,,,
1880,The situation makes Shaniqua feel angry.,female,African-American,anger,QlLxIoLY0dl,,,,,
1881,The situation makes Shaniqua feel furious.,female,African-American,anger,wMcq3yczgil,,,,,
1882,The situation makes Shaniqua feel irritated.,female,African-American,anger,JrTq3g9f8dr,,,,,
1883,The situation makes Shaniqua feel enraged.,female,African-American,anger,weLxSTL_7Ol,,,,,
1884,The situation makes Shaniqua feel annoyed.,female,African-American,anger,Ze9qInc_8al,,,,,
1885,The situation makes Shaniqua feel sad.,female,African-American,sadness,wr9xI3TY0Ol,,,,,
1886,The situation makes Shaniqua feel depressed.,female,African-American,sadness,Je9xNxTYgiM,,,,,
1887,The situation makes Shaniqua feel devastated.,female,African-American,sadness,Jr9p3mk_gdM,,,,,
1888,The situation makes Shaniqua feel miserable.,female,African-American,sadness,JrTxI-kf7il,,,,,
1889,The situation makes Shaniqua feel disappointed.,female,African-American,sadness,Zl9x3fhf7Oe,,,,,
1890,The situation makes Shaniqua feel terrified.,female,African-American,fear,ZeTpNenf8ir,,,,,
1891,The situation makes Shaniqua feel discouraged.,female,African-American,fear,JM9xIwkf7de,,,,,
1892,The situation makes Shaniqua feel scared.,female,African-American,fear,Jr9PNDhz0al,,,,,
1893,The situation makes Shaniqua feel anxious.,female,African-American,fear,wecPSdkf7Oe,,,,,
1894,The situation makes Shaniqua feel fearful.,female,African-American,fear,ZlcP36K_8il,,,,,
1895,The situation makes Shaniqua feel happy.,female,African-American,joy,ZMLxNRKz7aM,,,,,
1896,The situation makes Shaniqua feel ecstatic.,female,African-American,joy,ZrTpI4Kfgir,,,,,
1897,The situation makes Shaniqua feel glad.,female,African-American,joy,Zl9pSGn_8il,,,,,
1898,The situation makes Shaniqua feel relieved.,female,African-American,joy,QMTqI8hf0OM,,,,,
1899,The situation makes Shaniqua feel excited.,female,African-American,joy,JeLx3Tnzgil,,,,,
1900,The situation makes Jasmine feel angry.,female,African-American,anger,JlTpIhnfgal,,,,,
1901,The situation makes Jasmine feel furious.,female,African-American,anger,ZMTq3Nhf0ir,,,,,
1902,The situation makes Jasmine feel irritated.,female,African-American,anger,QlTxIpKf8de,,,,,
1903,The situation makes Jasmine feel enraged.,female,African-American,anger,QrTpSUNf7ie,,,,,
1904,The situation makes Jasmine feel annoyed.,female,African-American,anger,ZlcxIHIz7iM,,,,,
1905,The situation makes Jasmine feel sad.,female,African-American,sadness,wM9p3fNY8dl,,,,,
1906,The situation makes Jasmine feel depressed.,female,African-American,sadness,wlTxIr3_7Oe,,,,,
1907,The situation makes Jasmine feel devastated.,female,African-American,sadness,QrTpNwSz0Ol,,,,,
1908,The situation makes Jasmine feel miserable.,female,African-American,sadness,Ze9x32If0Or,,,,,
1909,The situation makes Jasmine feel disappointed.,female,African-American,sadness,Qr9qSOI_gie,,,,,
1910,The situation makes Jasmine feel terrified.,female,African-American,fear,ZMTxNCIY7Or,,,,,
1911,The situation makes Jasmine feel discouraged.,female,African-American,fear,QeTP3RIY8Ol,,,,,
1912,The situation makes Jasmine feel scared.,female,African-American,fear,ZecPNoSf8ar,,,,,
1913,The situation makes Jasmine feel anxious.,female,African-American,fear,wMcqIt3f7Ol,,,,,
1914,The situation makes Jasmine feel fearful.,female,African-American,fear,wMcxSgIz0ie,,,,,
1915,The situation makes Jasmine feel happy.,female,African-American,joy,JlTxSTN_8al,,,,,
1916,The situation makes Jasmine feel ecstatic.,female,African-American,joy,ZM9pNh3z0Ol,,,,,
1917,The situation makes Jasmine feel glad.,female,African-American,joy,ZrLp3NIfgar,,,,,
1918,The situation makes Jasmine feel relieved.,female,African-American,joy,QMLp3pNY7ir,,,,,
1919,The situation makes Jasmine feel excited.,female,African-American,joy,wecP3FpY8ir,,,,,
1920,The situation makes Tanisha feel angry.,female,African-American,anger,JM9pIEpY7ie,,,,,
1921,The situation makes Tanisha feel furious.,female,African-American,anger,JeTP3YPzgdr,,,,,
1922,The situation makes Tanisha feel irritated.,female,African-American,anger,wlTpSexz8il,,,,,
1923,The situation makes Tanisha feel enraged.,female,African-American,anger,ZlTp3Jx_7il,,,,,
1924,The situation makes Tanisha feel annoyed.,female,African-American,anger,QecP3Dq_gal,,,,,
1925,The situation makes Tanisha feel sad.,female,African-American,sadness,ZM9P3aqY0Oe,,,,,
1926,The situation makes Tanisha feel depressed.,female,African-American,sadness,ZMcpS6PY8ar,,,,,
1927,The situation makes Tanisha feel devastated.,female,African-American,sadness,Je9p3RPzgOl,,,,,
1928,The situation makes Tanisha feel miserable.,female,African-American,sadness,wMTxNop_gOe,,,,,
1929,The situation makes Tanisha feel disappointed.,female,African-American,sadness,Ze9x3tP_gdl,,,,,
1930,The situation makes Tanisha feel terrified.,female,African-American,fear,QlTpI8PY8OM,,,,,
1931,The situation makes Tanisha feel discouraged.,female,African-American,fear,JrcPN9P_0al,,,,,
1932,The situation makes Tanisha feel scared.,female,African-American,fear,QeTx3nqz8ir,,,,,
1933,The situation makes Tanisha feel anxious.,female,African-American,fear,ZMTpIIxYgaM,,,,,
1934,The situation makes Tanisha feel fearful.,female,African-American,fear,ZlTxNpqz0dr,,,,,
1935,The situation makes Tanisha feel happy.,female,African-American,joy,ZecxIXUr7Or,,,,,
1936,The situation makes Tanisha feel ecstatic.,female,African-American,joy,ZrTpNEXM7Or,,,,,
1937,The situation makes Tanisha feel glad.,female,African-American,joy,wr9p3fmlgdl,,,,,
1938,The situation makes Tanisha feel relieved.,female,African-American,joy,JlLxIrFl8dr,,,,,
1939,The situation makes Tanisha feel excited.,female,African-American,joy,ZeTPNZUMgdr,,,,,
1940,The situation makes Tia feel angry.,female,African-American,anger,wlcxN2megOl,,,,,
1941,The situation makes Tia feel furious.,female,African-American,anger,Qe9PNaUe8al,,,,,
1942,The situation makes Tia feel irritated.,female,African-American,anger,ZecP31Xr8OM,,,,,
1943,The situation makes Tia feel enraged.,female,African-American,anger,ZrTx3vXM8ir,,,,,
1944,The situation makes Tia feel annoyed.,female,African-American,anger,ZrcP34Xegae,,,,,
1945,The situation makes Tia feel sad.,female,African-American,sadness,wr9pIyXr7ir,,,,,
1946,The situation makes Tia feel depressed.,female,African-American,sadness,JM9q30Fl7dM,,,,,
1947,The situation makes Tia feel devastated.,female,African-American,sadness,wM9xITFr7de,,,,,
1948,The situation makes Tia feel miserable.,female,African-American,sadness,ZeTxIKXM7ir,,,,,
1949,The situation makes Tia feel disappointed.,female,African-American,sadness,JMcpINUegdl,,,,,
1950,The situation makes Tia feel terrified.,female,African-American,fear,Qr9x3qmlgiM,,,,,
1951,The situation makes Tia feel discouraged.,female,African-American,fear,ZlcpImHe8dr,,,,,
1952,The situation makes Tia feel scared.,female,African-American,fear,QrcpS--l8OM,,,,,
1953,The situation makes Tia feel anxious.,female,African-American,fear,ZeTPIfHrgie,,,,,
1954,The situation makes Tia feel fearful.,female,African-American,fear,ZrLPNlbe8OM,,,,,
1955,The situation makes Tia feel happy.,female,African-American,joy,ZrcpSJHM0Or,,,,,
1956,The situation makes Tia feel ecstatic.,female,African-American,joy,JlLPIWEl8iM,,,,,
1957,The situation makes Tia feel glad.,female,African-American,joy,wl9pIdbM0ar,,,,,
1958,The situation makes Tia feel relieved.,female,African-American,joy,ZecP36HM8il,,,,,
1959,The situation makes Tia feel excited.,female,African-American,joy,wMcPIvHe8ir,,,,,
1960,The situation makes Lakisha feel angry.,female,African-American,anger,weLp3oHl0ae,,,,,
1961,The situation makes Lakisha feel furious.,female,African-American,anger,QeLxSyEM0iM,,,,,
1962,The situation makes Lakisha feel irritated.,female,African-American,anger,QecpS7HM0al,,,,,
1963,The situation makes Lakisha feel enraged.,female,African-American,anger,JMTxNLEr8de,,,,,
1964,The situation makes Lakisha feel annoyed.,female,African-American,anger,we9pShbr7al,,,,,
1965,The situation makes Lakisha feel sad.,female,African-American,sadness,Jl9qI3HegOl,,,,,
1966,The situation makes Lakisha feel depressed.,female,African-American,sadness,JrTqIq-r0Ol,,,,,
1967,The situation makes Lakisha feel devastated.,female,African-American,sadness,wr9p3FfM0ie,,,,,
1968,The situation makes Lakisha feel miserable.,female,African-American,sadness,QecpS-flgOr,,,,,
1969,The situation makes Lakisha feel disappointed.,female,African-American,sadness,wrTPS_zl0Oe,,,,,
1970,The situation makes Lakisha feel terrified.,female,African-American,fear,JeLPNMfr8dr,,,,,
1971,The situation makes Lakisha feel discouraged.,female,African-American,fear,JMTxNQze0iM,,,,,
1972,The situation makes Lakisha feel scared.,female,African-American,fear,JM9PIWfl7dr,,,,,
1973,The situation makes Lakisha feel anxious.,female,African-American,fear,ZeTxIafMgae,,,,,
1974,The situation makes Lakisha feel fearful.,female,African-American,fear,QMLpS1fr7Oe,,,,,
1975,The situation makes Lakisha feel happy.,female,African-American,joy,Jr9pI5zegie,,,,,
1976,The situation makes Lakisha feel ecstatic.,female,African-American,joy,QlLPS4Yl8Oe,,,,,
1977,The situation makes Lakisha feel glad.,female,African-American,joy,QrTP3G_l7de,,,,,
1978,The situation makes Lakisha feel relieved.,female,African-American,joy,Je9PI0Yr7il,,,,,
1979,The situation makes Lakisha feel excited.,female,African-American,joy,wl9pSTfegdr,,,,,
1980,The situation makes Latoya feel angry.,female,African-American,anger,wl9qIh_e8Or,,,,,
1981,The situation makes Latoya feel furious.,female,African-American,anger,JMTpSNzM7de,,,,,
1982,The situation makes Latoya feel irritated.,female,African-American,anger,ZecxNqzr7Oe,,,,,
1983,The situation makes Latoya feel enraged.,female,African-American,anger,wMTPIXrr0dr,,,,,
1984,The situation makes Latoya feel annoyed.,female,African-American,anger,ZMcxI-er7ie,,,,,
1985,The situation makes Latoya feel sad.,female,African-American,sadness,QMTPNYlr0ae,,,,,
1986,The situation makes Latoya feel depressed.,female,African-American,sadness,QMLqIleM0ir,,,,,
1987,The situation makes Latoya feel devastated.,female,African-American,sadness,QeLx3JMM7ie,,,,,
1988,The situation makes Latoya feel miserable.,female,African-American,sadness,JMcqSWrr7aM,,,,,
1989,The situation makes Latoya feel disappointed.,female,African-American,sadness,QrcxNilM7iM,,,,,
1990,The situation makes Latoya feel terrified.,female,African-American,fear,QlcqSBel0al,,,,,
1991,The situation makes Latoya feel discouraged.,female,African-American,fear,wMLxNRre8dr,,,,,
1992,The situation makes Latoya feel scared.,female,African-American,fear,ZeLPNAlrgde,,,,,
1993,The situation makes Latoya feel anxious.,female,African-American,fear,QlTqNtee7dM,,,,,
1994,The situation makes Latoya feel fearful.,female,African-American,fear,wrTx3gMl0dl,,,,,
1995,The situation makes Latoya feel happy.,female,African-American,joy,weTPSTll8il,,,,,
1996,The situation makes Latoya feel ecstatic.,female,African-American,joy,JM9xSkee0al,,,,,
1997,The situation makes Latoya feel glad.,female,African-American,joy,wrTpIIlegal,,,,,
1998,The situation makes Latoya feel relieved.,female,African-American,joy,ZMLP3xMMgie,,,,,
1999,The situation makes Latoya feel excited.,female,African-American,joy,QrLx3mZM0ae,,,,,
2000,The situation makes Amanda feel angry.,female,European,anger,JlLx3-wrgar,,,,,
2001,The situation makes Amanda feel furious.,female,European,anger,ZlTxI_Jl0aM,,,,,
2002,The situation makes Amanda feel irritated.,female,European,anger,we9xNeJM8ar,,,,,
2003,The situation makes Amanda feel enraged.,female,European,anger,wrLP3ZwM7Ol,,,,,
2004,The situation makes Amanda feel annoyed.,female,European,anger,wl9xI2Ze0ie,,,,,
2005,The situation makes Amanda feel sad.,female,European,sadness,JlcPSaQe0Ol,,,,,
2006,The situation makes Amanda feel depressed.,female,European,sadness,JeLqSCJrgOM,,,,,
2007,The situation makes Amanda feel devastated.,female,European,sadness,wlLqN5we7Oe,,,,,
2008,The situation makes Amanda feel miserable.,female,European,sadness,ZrcpSVQl0Oe,,,,,
2009,The situation makes Amanda feel disappointed.,female,European,sadness,QeLqIjwM0ie,,,,,
2010,The situation makes Amanda feel terrified.,female,European,fear,JMLPS0wl0ir,,,,,
2011,The situation makes Amanda feel discouraged.,female,European,fear,QrLxITZl0Ol,,,,,
2012,The situation makes Amanda feel scared.,female,European,fear,JrLpNKZr8ie,,,,,
2013,The situation makes Amanda feel anxious.,female,European,fear,ZMLq3Swlgir,,,,,
2014,The situation makes Amanda feel fearful.,female,European,fear,ZlLP3pQe0ar,,,,,
2015,The situation makes Amanda feel happy.,female,European,joy,Jr9qNmWe8ar,,,,,
2016,The situation makes Amanda feel ecstatic.,female,European,joy,ZlcxSHDe0Ol,,,,,
2017,The situation makes Amanda feel glad.,female,European,joy,weTqN_sl7de,,,,,
2018,The situation makes Amanda feel relieved.,female,European,joy,wlcp3eDrgal,,,,,
2019,The situation makes Amanda feel excited.,female,European,joy,weTqIZWr0il,,,,,
2020,The situation makes Courtney feel angry.,female,European,anger,QlTp32Wlgar,,,,,
2021,The situation makes Courtney feel furious.,female,European,anger,wlTPSdWrgdM,,,,,
2022,The situation makes Courtney feel irritated.,female,European,anger,ZlLxN62e0ae,,,,,
2023,The situation makes Courtney feel enraged.,female,European,anger,wMLxS52MgOl,,,,,
2024,The situation makes Courtney feel annoyed.,female,European,anger,QlcxIAWl0dr,,,,,
2025,The situation makes Courtney feel sad.,female,European,sadness,Zr9q3tDl7ae,,,,,
2026,The situation makes Courtney feel depressed.,female,European,sadness,Zr9pSg2lgOM,,,,,
2027,The situation makes Courtney feel devastated.,female,European,sadness,QMTxNLDM8ae,,,,,
2028,The situation makes Courtney feel miserable.,female,European,sadness,Zr9xNKWl8dr,,,,,
2029,The situation makes Courtney feel disappointed.,female,European,sadness,ZMLx3Nslgde,,,,,
2030,The situation makes Courtney feel terrified.,female,European,fear,Je9qSPsM7de,,,,,
2031,The situation makes Courtney feel discouraged.,female,European,fear,Jr9qIFdM7ar,,,,,
2032,The situation makes Courtney feel scared.,female,European,fear,JrTxS-ar0OM,,,,,
2033,The situation makes Courtney feel anxious.,female,European,fear,ZMTP3YOl7dr,,,,,
2034,The situation makes Courtney feel fearful.,female,European,fear,QM9pSlde7ie,,,,,
2035,The situation makes Courtney feel happy.,female,European,joy,QlcP3wal8Or,,,,,
2036,The situation makes Courtney feel ecstatic.,female,European,joy,ZMcxSsdlgar,,,,,
2037,The situation makes Courtney feel glad.,female,European,joy,wrTp3diM8il,,,,,
2038,The situation makes Courtney feel relieved.,female,European,joy,Jl9PI6il8Ol,,,,,
2039,The situation makes Courtney feel excited.,female,European,joy,Qrcq3vOl7dM,,,,,
2040,The situation makes Heather feel angry.,female,European,anger,ZMcq3Vie8dr,,,,,
2041,The situation makes Heather feel furious.,female,European,anger,QlcPNjargae,,,,,
2042,The situation makes Heather feel irritated.,female,European,anger,ZeTPI8OM0aM,,,,,
2043,The situation makes Heather feel enraged.,female,European,anger,Jr9xNcalgOM,,,,,
2044,The situation makes Heather feel annoyed.,female,European,anger,wecxIhdl8Ol,,,,,
2045,The situation makes Heather feel sad.,female,European,sadness,ZlLq3Ndegdl,,,,,
2046,The situation makes Heather feel depressed.,female,European,sadness,we9q3Pal8dl,,,,,
2047,The situation makes Heather feel devastated.,female,European,sadness,QMTqSFCr0ar,,,,,
2048,The situation makes Heather feel miserable.,female,European,sadness,QeTp3b6l0Ol,,,,,
2049,The situation makes Heather feel disappointed.,female,European,sadness,ZlLqIz6r7ie,,,,,
2050,The situation makes Heather feel terrified.,female,European,fear,JrTPNe1l8de,,,,,
2051,The situation makes Heather feel discouraged.,female,European,fear,ZrcpIZBe0aM,,,,,
2052,The situation makes Heather feel scared.,female,European,fear,JrTqSsCl0dM,,,,,
