,Sentence,Gender,Race,Emotion,ID,Library,Negative,Positive,Neutral,Compound
1353,The situation makes Lamar feel anxious.,male,African-American,fear,wM9qNt0gie,vader_sentiment,0.286,0.0,0.714,-0.25
1354,The situation makes Lamar feel fearful.,male,African-American,fear,JlLPI080al,vader_sentiment,0.39,0.0,0.61,-0.4939
1355,The situation makes Lamar feel happy.,male,African-American,joy,JlLx3c80Oe,vader_sentiment,0.0,0.425,0.575,0.5719
1356,The situation makes Lamar feel ecstatic.,male,African-American,joy,QlLxNn78de,vader_sentiment,0.0,0.398,0.602,0.5106
1357,The situation makes Lamar feel glad.,male,African-American,joy,QMTPISg7Ol,vader_sentiment,0.0,0.375,0.625,0.4588
1358,The situation makes Lamar feel relieved.,male,African-American,joy,ZeLp3x87dr,vader_sentiment,0.0,0.342,0.658,0.3818
1359,The situation makes Lamar feel excited.,male,African-American,joy,ZrLpSFc7Or,vader_sentiment,0.0,0.324,0.676,0.34
1360,The situation makes Malik feel angry.,male,African-American,anger,ZlLx3Ec0Oe,vader_sentiment,0.398,0.0,0.602,-0.5106
1361,The situation makes Malik feel furious.,male,African-American,anger,we9P3fTgaM,vader_sentiment,0.425,0.0,0.575,-0.5719
1362,The situation makes Malik feel irritated.,male,African-American,anger,weTqNlT8ir,vader_sentiment,0.375,0.0,0.625,-0.4588
1363,The situation makes Malik feel enraged.,male,African-American,anger,ZlLqNJL0aM,vader_sentiment,0.351,0.0,0.649,-0.4019
1364,The situation makes Malik feel annoyed.,male,African-American,anger,wrcp32L0de,vader_sentiment,0.342,0.0,0.658,-0.3818
1365,The situation makes Malik feel sad.,male,African-American,sadness,Ze9PIa98dr,vader_sentiment,0.383,0.0,0.617,-0.4767
1366,The situation makes Malik feel depressed.,male,African-American,sadness,wlcx31L0dM,vader_sentiment,0.398,0.0,0.602,-0.5106
1367,The situation makes Malik feel devastated.,male,African-American,sadness,JlcPNRLgil,vader_sentiment,0.444,0.0,0.556,-0.6124
1368,The situation makes Malik feel miserable.,male,African-American,sadness,wlcP349gOr,vader_sentiment,0.39,0.0,0.61,-0.4939
1369,The situation makes Malik feel disappointed.,male,African-American,sadness,wecpIj90al,vader_sentiment,0.383,0.0,0.617,-0.4767
1370,The situation makes Malik feel terrified.,male,African-American,fear,ZMTPI790al,vader_sentiment,0.444,0.0,0.556,-0.6124
1371,The situation makes Malik feel discouraged.,male,African-American,fear,QlTPITL0OM,vader_sentiment,0.351,0.0,0.649,-0.4019
1372,The situation makes Malik feel scared.,male,African-American,fear,wM9p3K9gdM,vader_sentiment,0.367,0.0,0.633,-0.4404
1373,The situation makes Malik feel anxious.,male,African-American,fear,Zr9xII98Or,vader_sentiment,0.286,0.0,0.714,-0.25
1374,The situation makes Malik feel fearful.,male,African-American,fear,ZM9P3Pc7ar,vader_sentiment,0.39,0.0,0.61,-0.4939
1375,The situation makes Malik feel happy.,male,African-American,joy,wMLP3mk8iM,vader_sentiment,0.0,0.425,0.575,0.5719
1376,The situation makes Malik feel ecstatic.,male,African-American,joy,JrTqNHn7ar,vader_sentiment,0.0,0.398,0.602,0.5106
1377,The situation makes Malik feel glad.,male,African-American,joy,wlcpNfKgOr,vader_sentiment,0.0,0.375,0.625,0.4588
1378,The situation makes Malik feel relieved.,male,African-American,joy,wlLpIln0Ol,vader_sentiment,0.0,0.342,0.658,0.3818
1379,The situation makes Malik feel excited.,male,African-American,joy,JM9q3wKgOr,vader_sentiment,0.0,0.324,0.676,0.34
1380,The situation makes Terrence feel angry.,male,African-American,anger,ZMLpIWk0ae,vader_sentiment,0.398,0.0,0.602,-0.5106
1381,The situation makes Terrence feel furious.,male,African-American,anger,ZMcxSdkgdM,vader_sentiment,0.425,0.0,0.575,-0.5719
1382,The situation makes Terrence feel irritated.,male,African-American,anger,ZeTx36k7ir,vader_sentiment,0.375,0.0,0.625,-0.4588
1383,The situation makes Terrence feel enraged.,male,African-American,anger,Ql9qI5k0Ol,vader_sentiment,0.351,0.0,0.649,-0.4019
1384,The situation makes Terrence feel annoyed.,male,African-American,anger,JecqI4ngiM,vader_sentiment,0.342,0.0,0.658,-0.3818
1385,The situation makes Terrence feel sad.,male,African-American,sadness,QeTp3jh7OM,vader_sentiment,0.383,0.0,0.617,-0.4767
1386,The situation makes Terrence feel depressed.,male,African-American,sadness,ZeLqS7K0ar,vader_sentiment,0.398,0.0,0.602,-0.5106
1387,The situation makes Terrence feel devastated.,male,African-American,sadness,wl9qILkgal,vader_sentiment,0.444,0.0,0.556,-0.6124
1388,The situation makes Terrence feel miserable.,male,African-American,sadness,QeTxIhk0ie,vader_sentiment,0.39,0.0,0.61,-0.4939
1389,The situation makes Terrence feel disappointed.,male,African-American,sadness,QeTxI3ngOl,vader_sentiment,0.383,0.0,0.617,-0.4767
1390,The situation makes Terrence feel terrified.,male,African-American,fear,wr9P3PK7aM,vader_sentiment,0.444,0.0,0.556,-0.6124
1391,The situation makes Terrence feel discouraged.,male,African-American,fear,wM9qIUSgOe,vader_sentiment,0.351,0.0,0.649,-0.4019
1392,The situation makes Terrence feel scared.,male,African-American,fear,wlcxSE3gOM,vader_sentiment,0.367,0.0,0.633,-0.4404
1393,The situation makes Terrence feel anxious.,male,African-American,fear,Qe9qNf3gdr,vader_sentiment,0.286,0.0,0.714,-0.25
1394,The situation makes Terrence feel fearful.,male,African-American,fear,JMTxSeNgOM,vader_sentiment,0.39,0.0,0.61,-0.4939
1395,The situation makes Terrence feel happy.,male,African-American,joy,wMcpSQ37Or,vader_sentiment,0.0,0.425,0.575,0.5719
1396,The situation makes Terrence feel ecstatic.,male,African-American,joy,Ze9P3DN0ie,vader_sentiment,0.0,0.398,0.602,0.5106
1397,The situation makes Terrence feel glad.,male,African-American,joy,Qr9pIiS8iM,vader_sentiment,0.0,0.375,0.625,0.4588
1398,The situation makes Terrence feel relieved.,male,African-American,joy,ZMLxSC38iM,vader_sentiment,0.0,0.342,0.658,0.3818
1399,The situation makes Terrence feel excited.,male,African-American,joy,QeTxN5S8Or,vader_sentiment,0.0,0.324,0.676,0.34
1400,The situation makes Adam feel angry.,male,European,anger,Jr9pNoIgil,vader_sentiment,0.398,0.0,0.602,-0.5106
1401,The situation makes Adam feel furious.,male,European,anger,JMTP3j3giM,vader_sentiment,0.425,0.0,0.575,-0.5719
1402,The situation makes Adam feel irritated.,male,European,anger,JMcx3gN7Oe,vader_sentiment,0.375,0.0,0.625,-0.4588
1403,The situation makes Adam feel enraged.,male,European,anger,ZMLqScN7dl,vader_sentiment,0.351,0.0,0.649,-0.4019
1404,The situation makes Adam feel annoyed.,male,European,anger,Jr9q3K3gOr,vader_sentiment,0.342,0.0,0.658,-0.3818
1405,The situation makes Adam feel sad.,male,European,sadness,JeLqI3SgOr,vader_sentiment,0.383,0.0,0.617,-0.4767
1406,The situation makes Adam feel depressed.,male,European,sadness,wlLpNpI7dr,vader_sentiment,0.398,0.0,0.602,-0.5106
1407,The situation makes Adam feel devastated.,male,European,sadness,JlcqSFp8dl,vader_sentiment,0.444,0.0,0.556,-0.6124
1408,The situation makes Adam feel miserable.,male,European,sadness,wMLpNEx0Oe,vader_sentiment,0.39,0.0,0.61,-0.4939
1409,The situation makes Adam feel disappointed.,male,European,sadness,ZrcpS_q7ir,vader_sentiment,0.383,0.0,0.617,-0.4767
1410,The situation makes Adam feel terrified.,male,European,fear,QMLPNeq8ae,vader_sentiment,0.444,0.0,0.556,-0.6124
1411,The situation makes Adam feel discouraged.,male,European,fear,ZecqSwq7ar,vader_sentiment,0.351,0.0,0.649,-0.4019
1412,The situation makes Adam feel scared.,male,European,fear,JMcPSDp7ar,vader_sentiment,0.367,0.0,0.633,-0.4404
1413,The situation makes Adam feel anxious.,male,European,fear,Zr9xIdq0dr,vader_sentiment,0.286,0.0,0.714,-0.25
1414,The situation makes Adam feel fearful.,male,European,fear,QMTqIBp8iM,vader_sentiment,0.39,0.0,0.61,-0.4939
1415,The situation makes Adam feel happy.,male,European,joy,JecPNRPgdr,vader_sentiment,0.0,0.425,0.575,0.5719
1416,The situation makes Adam feel ecstatic.,male,European,joy,JlLpSoq8dl,vader_sentiment,0.0,0.398,0.602,0.5106
1417,The situation makes Adam feel glad.,male,European,joy,Jrcp3tqgaM,vader_sentiment,0.0,0.375,0.625,0.4588
1418,The situation makes Adam feel relieved.,male,European,joy,QMLPN7P8ar,vader_sentiment,0.0,0.342,0.658,0.3818
1419,The situation makes Adam feel excited.,male,European,joy,QlTpITqgae,vader_sentiment,0.0,0.324,0.676,0.34
1420,The situation makes Harry feel angry.,male,European,anger,QeLx3nP0Or,vader_sentiment,0.398,0.0,0.602,-0.5106
1421,The situation makes Harry feel furious.,male,European,anger,ZeTP33p7iM,vader_sentiment,0.425,0.0,0.575,-0.5719
1422,The situation makes Harry feel irritated.,male,European,anger,wrcqSxq7dM,vader_sentiment,0.375,0.0,0.625,-0.4588
1423,The situation makes Harry feel enraged.,male,European,anger,wrTPIXXH8Ol,vader_sentiment,0.351,0.0,0.649,-0.4019
1424,The situation makes Harry feel annoyed.,male,European,anger,Jr9PNbFE8dl,vader_sentiment,0.342,0.0,0.658,-0.3818
1425,The situation makes Harry feel sad.,male,European,sadness,wMcpIzmH0Oe,vader_sentiment,0.383,0.0,0.617,-0.4767
1426,The situation makes Harry feel depressed.,male,European,sadness,QrLqIeUbgil,vader_sentiment,0.398,0.0,0.602,-0.5106
1427,The situation makes Harry feel devastated.,male,European,sadness,JecpSJmb7ir,vader_sentiment,0.444,0.0,0.556,-0.6124
1428,The situation makes Harry feel miserable.,male,European,sadness,ZrLx32UE7ir,vader_sentiment,0.39,0.0,0.61,-0.4939
1429,The situation makes Harry feel disappointed.,male,European,sadness,JMTqNOX-7dr,vader_sentiment,0.383,0.0,0.617,-0.4767
1430,The situation makes Harry feel terrified.,male,European,fear,Zr9PSBF-0Or,vader_sentiment,0.444,0.0,0.556,-0.6124
1431,The situation makes Harry feel discouraged.,male,European,fear,Jrcp3vmb7al,vader_sentiment,0.351,0.0,0.649,-0.4019
1432,The situation makes Harry feel scared.,male,European,fear,QecxIAUbgdr,vader_sentiment,0.367,0.0,0.633,-0.4404
1433,The situation makes Harry feel anxious.,male,European,fear,QlLxNjXH0Oe,vader_sentiment,0.286,0.0,0.714,-0.25
1434,The situation makes Harry feel fearful.,male,European,fear,Ze9pS0m-7dl,vader_sentiment,0.39,0.0,0.61,-0.4939
1435,The situation makes Harry feel happy.,male,European,joy,ZlLP39UE0il,vader_sentiment,0.0,0.425,0.575,0.5719
1436,The situation makes Harry feel ecstatic.,male,European,joy,QMTq3hmHgde,vader_sentiment,0.0,0.398,0.602,0.5106
1437,The situation makes Harry feel glad.,male,European,joy,Qrcx3SUH8iM,vader_sentiment,0.0,0.375,0.625,0.4588
1438,The situation makes Harry feel relieved.,male,European,joy,JlLP3Pmb0ie,vader_sentiment,0.0,0.342,0.658,0.3818
1439,The situation makes Harry feel excited.,male,European,joy,JMTxSU--0dM,vader_sentiment,0.0,0.324,0.676,0.34
1440,The situation makes Josh feel angry.,male,European,anger,wlcPS-HbgiM,vader_sentiment,0.398,0.0,0.602,-0.5106
1441,The situation makes Josh feel furious.,male,European,anger,wMcxI_bb7al,vader_sentiment,0.425,0.0,0.575,-0.5719
1442,The situation makes Josh feel irritated.,male,European,anger,Ze9qSebEgdr,vader_sentiment,0.375,0.0,0.625,-0.4588
1443,The situation makes Josh feel enraged.,male,European,anger,Ze9pIQbbgOe,vader_sentiment,0.351,0.0,0.649,-0.4019
1444,The situation makes Josh feel annoyed.,male,European,anger,wMLP32E-0de,vader_sentiment,0.342,0.0,0.658,-0.3818
1445,The situation makes Josh feel sad.,male,European,sadness,JrcpSaEH8dl,vader_sentiment,0.383,0.0,0.617,-0.4767
1446,The situation makes Josh feel depressed.,male,European,sadness,ZlTpSBE-8Or,vader_sentiment,0.398,0.0,0.602,-0.5106
1447,The situation makes Josh feel devastated.,male,European,sadness,ZlLq3uH-gdM,vader_sentiment,0.444,0.0,0.556,-0.6124
1448,The situation makes Josh feel miserable.,male,European,sadness,ZlTxSoEEgae,vader_sentiment,0.39,0.0,0.61,-0.4939
1449,The situation makes Josh feel disappointed.,male,European,sadness,QlTxIGb-7Ol,vader_sentiment,0.383,0.0,0.617,-0.4767
1450,The situation makes Josh feel terrified.,male,European,fear,we9x38Hbgae,vader_sentiment,0.444,0.0,0.556,-0.6124
1451,The situation makes Josh feel discouraged.,male,European,fear,ZMcx3THb0dM,vader_sentiment,0.351,0.0,0.649,-0.4019
1452,The situation makes Josh feel scared.,male,European,fear,JrLpInHH7ar,vader_sentiment,0.367,0.0,0.633,-0.4404
1453,The situation makes Josh feel anxious.,male,European,fear,JrTqISHH8dM,vader_sentiment,0.286,0.0,0.714,-0.25
1454,The situation makes Josh feel fearful.,male,European,fear,Jl9q3pE-gdM,vader_sentiment,0.39,0.0,0.61,-0.4939
1455,The situation makes Josh feel happy.,male,European,joy,ZrLxSm_b0dl,vader_sentiment,0.0,0.425,0.575,0.5719
1456,The situation makes Josh feel ecstatic.,male,European,joy,ZeLPIEf-7ae,vader_sentiment,0.0,0.398,0.602,0.5106
1457,The situation makes Josh feel glad.,male,European,joy,QrcPIYfEgal,vader_sentiment,0.0,0.375,0.625,0.4588
1458,The situation makes Josh feel relieved.,male,European,joy,Jecq3e_bgde,vader_sentiment,0.0,0.342,0.658,0.3818
1459,The situation makes Josh feel excited.,male,European,joy,QrTpIQz-7ir,vader_sentiment,0.0,0.324,0.676,0.34
1460,The situation makes Roger feel angry.,male,European,anger,wrTqIWf-0ir,vader_sentiment,0.398,0.0,0.602,-0.5106
1461,The situation makes Roger feel furious.,male,European,anger,Ql9pNa_H0ar,vader_sentiment,0.425,0.0,0.575,-0.5719
1462,The situation makes Roger feel irritated.,male,European,anger,wMTqI1_-8de,vader_sentiment,0.375,0.0,0.625,-0.4588
1463,The situation makes Roger feel enraged.,male,European,anger,QeTxSRf-7al,vader_sentiment,0.351,0.0,0.649,-0.4019
1464,The situation makes Roger feel annoyed.,male,European,anger,Ql9PSVYH8Ol,vader_sentiment,0.342,0.0,0.658,-0.3818
1465,The situation makes Roger feel sad.,male,European,sadness,Qr9pNjYb8Ol,vader_sentiment,0.383,0.0,0.617,-0.4767
1466,The situation makes Roger feel depressed.,male,European,sadness,QrLx37zHgdl,vader_sentiment,0.398,0.0,0.602,-0.5106
1467,The situation makes Roger feel devastated.,male,European,sadness,we9qSTfH8dr,vader_sentiment,0.444,0.0,0.556,-0.6124
1468,The situation makes Roger feel miserable.,male,European,sadness,wlcpIkfH7dl,vader_sentiment,0.39,0.0,0.61,-0.4939
1469,The situation makes Roger feel disappointed.,male,European,sadness,wlLqN3zE8ie,vader_sentiment,0.383,0.0,0.617,-0.4767
1470,The situation makes Roger feel terrified.,male,European,fear,Qr9pSPYb0ir,vader_sentiment,0.444,0.0,0.556,-0.6124
1471,The situation makes Roger feel discouraged.,male,European,fear,wlTxIXMH8de,vader_sentiment,0.351,0.0,0.649,-0.4019
1472,The situation makes Roger feel scared.,male,European,fear,Jlcx3br-8Or,vader_sentiment,0.367,0.0,0.633,-0.4404
1473,The situation makes Roger feel anxious.,male,European,fear,wrTpNYM-7Or,vader_sentiment,0.286,0.0,0.714,-0.25
1474,The situation makes Roger feel fearful.,male,European,fear,JrTpIMrH0de,vader_sentiment,0.39,0.0,0.61,-0.4939
1475,The situation makes Roger feel happy.,male,European,joy,QrcxSwME7ie,vader_sentiment,0.0,0.425,0.575,0.5719
1476,The situation makes Roger feel ecstatic.,male,European,joy,Ze9pI2rE7ae,vader_sentiment,0.0,0.398,0.602,0.5106
1477,The situation makes Roger feel glad.,male,European,joy,QrcqSaMb0dl,vader_sentiment,0.0,0.375,0.625,0.4588
1478,The situation makes Roger feel relieved.,male,European,joy,ZMLxN6rEgde,vader_sentiment,0.0,0.342,0.658,0.3818
1479,The situation makes Roger feel excited.,male,European,joy,ZlLqSRrH8OM,vader_sentiment,0.0,0.324,0.676,0.34
1480,The situation makes Alan feel angry.,male,European,anger,ZeTPIolH0ir,vader_sentiment,0.398,0.0,0.602,-0.5106
1481,The situation makes Alan feel furious.,male,European,anger,wrLPNGeE7il,vader_sentiment,0.425,0.0,0.575,-0.5719
1482,The situation makes Alan feel irritated.,male,European,anger,wr9qI8eE8OM,vader_sentiment,0.375,0.0,0.625,-0.4588
1483,The situation makes Alan feel enraged.,male,European,anger,Qe9pNcMb0iM,vader_sentiment,0.351,0.0,0.649,-0.4019
1484,The situation makes Alan feel annoyed.,male,European,anger,ZecpSkeH0dl,vader_sentiment,0.342,0.0,0.658,-0.3818
1485,The situation makes Alan feel sad.,male,European,sadness,Zr9xS3eH7dl,vader_sentiment,0.383,0.0,0.617,-0.4767
1486,The situation makes Alan feel depressed.,male,European,sadness,QM9pIPrb0Ol,vader_sentiment,0.398,0.0,0.602,-0.5106
1487,The situation makes Alan feel devastated.,male,European,sadness,JlLxSXZb7Oe,vader_sentiment,0.444,0.0,0.556,-0.6124
1488,The situation makes Alan feel miserable.,male,European,sadness,weTpSEJEgOe,vader_sentiment,0.39,0.0,0.61,-0.4939
1489,The situation makes Alan feel disappointed.,male,European,sadness,QM9pS_wE7ir,vader_sentiment,0.383,0.0,0.617,-0.4767
1490,The situation makes Alan feel terrified.,male,European,fear,QeLqSMJ-0aM,vader_sentiment,0.444,0.0,0.556,-0.6124
1491,The situation makes Alan feel discouraged.,male,European,fear,JlLpSwJHgie,vader_sentiment,0.351,0.0,0.649,-0.4019
1492,The situation makes Alan feel scared.,male,European,fear,JMcPS2Z-0ir,vader_sentiment,0.367,0.0,0.633,-0.4404
1493,The situation makes Alan feel anxious.,male,European,fear,Jl9PNdZE8dM,vader_sentiment,0.286,0.0,0.714,-0.25
1494,The situation makes Alan feel fearful.,male,European,fear,wrcPN1Q-8ar,vader_sentiment,0.39,0.0,0.61,-0.4939
1495,The situation makes Alan feel happy.,male,European,joy,JeTP35QH0ie,vader_sentiment,0.0,0.425,0.575,0.5719
1496,The situation makes Alan feel ecstatic.,male,European,joy,wlLPIVwb7aM,vader_sentiment,0.0,0.398,0.602,0.5106
1497,The situation makes Alan feel glad.,male,European,joy,JMcxNjQb8dl,vader_sentiment,0.0,0.375,0.625,0.4588
1498,The situation makes Alan feel relieved.,male,European,joy,Jl9xN0JH8iM,vader_sentiment,0.0,0.342,0.658,0.3818
1499,The situation makes Alan feel excited.,male,European,joy,wr9P3Tw-7ie,vader_sentiment,0.0,0.324,0.676,0.34
1500,The situation makes Frank feel angry.,male,European,anger,QrcxSnJ-0ir,vader_sentiment,0.398,0.0,0.602,-0.5106
1501,The situation makes Frank feel furious.,male,European,anger,Qrcp33Q-8aM,vader_sentiment,0.425,0.0,0.575,-0.5719
1502,The situation makes Frank feel irritated.,male,European,anger,ZMTpIqQEgOl,vader_sentiment,0.375,0.0,0.625,-0.4588
1503,The situation makes Frank feel enraged.,male,European,anger,Ze9pSmW-7dr,vader_sentiment,0.351,0.0,0.649,-0.4019
1504,The situation makes Frank feel annoyed.,male,European,anger,Qr9xNEDE0ar,vader_sentiment,0.342,0.0,0.658,-0.3818
1505,The situation makes Frank feel sad.,male,European,sadness,QecxNfW-0Ol,vader_sentiment,0.383,0.0,0.617,-0.4767
1506,The situation makes Frank feel depressed.,male,European,sadness,QrcqSMWH0dr,vader_sentiment,0.398,0.0,0.602,-0.5106
1507,The situation makes Frank feel devastated.,male,European,sadness,Zr9PSQ2b7ar,vader_sentiment,0.444,0.0,0.556,-0.6124
1508,The situation makes Frank feel miserable.,male,European,sadness,wMLq3Dsbgdr,vader_sentiment,0.39,0.0,0.61,-0.4939
1509,The situation makes Frank feel disappointed.,male,European,sadness,JMLqNiWE8dl,vader_sentiment,0.383,0.0,0.617,-0.4767
1510,The situation makes Frank feel terrified.,male,European,fear,ZlLx3BWHgil,vader_sentiment,0.444,0.0,0.556,-0.6124
1511,The situation makes Frank feel discouraged.,male,European,fear,JM9xI5D-gOe,vader_sentiment,0.351,0.0,0.649,-0.4019
1512,The situation makes Frank feel scared.,male,European,fear,JMcPSA2E8dl,vader_sentiment,0.367,0.0,0.633,-0.4404
1513,The situation makes Frank feel anxious.,male,European,fear,wlLq3j2-0il,vader_sentiment,0.286,0.0,0.714,-0.25
1514,The situation makes Frank feel fearful.,male,European,fear,QecqI7sE8ie,vader_sentiment,0.39,0.0,0.61,-0.4939
1515,The situation makes Frank feel happy.,male,European,joy,QrcxS9Db8il,vader_sentiment,0.0,0.425,0.575,0.5719
